,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,Atocha,16,BO,1586195166,11,-20.93,-66.23,59.9,7.96
380,Nazaré,93,BR,1586195166,84,-13.04,-39.01,80.55,7.52
381,Inírida,100,CO,1586195166,63,3.87,-67.92,89.92,1.81
382,Cayenne,75,GF,1586195166,66,4.93,-52.33,86,17.22
383,Mangaratiba,4,BR,1586195167,76,-22.96,-44.04,77.52,10.27
384,Hobyo,80,SO,1586195167,70,5.35,48.53,83.73,15.57
385,Thinadhoo,33,MV,1586195167,65,0.53,72.93,84.97,2.55
386,Kabarnet,75,KE,1586195168,82,0.49,35.74,66.2,8.05
387,Luwuk,95,ID,1586195168,74,-0.95,122.79,79.11,0.34
388,Djenné,0,ML,1586195168,7,13.91,-4.55,103.42,6.42
389,Palauig,5,PH,1586195168,69,15.44,119.9,78.98,3.27
390,Itacoatiara,96,BR,1586195169,68,-3.14,-58.44,88.47,4.72
391,Phon,85,TH,1586195169,58,15.82,102.6,83.05,4.76
392,Leuna,0,DE,1586195169,32,51.32,12.02,68,4.7
393,Pahrump,20,US,1586195170,43,36.21,-115.98,62.01,10.29
394,Port Macquarie,75,AU,1586195170,93,-31.43,152.92,64,6.93
395,Yei,75,SS,1586195170,46,4.09,30.68,78.48,3.15
396,Dickinson,90,US,1586195170,78,29.46,-95.05,77,9.17
397,Villazón,23,BO,1586195171,13,-22.09,-65.59,63.19,11.39
398,Ajdabiya,0,LY,1586195171,63,30.76,20.23,60.76,14.12
399,Mendi,83,PG,1586195171,56,-6.18,143.65,53.85,1.41
400,Tondano,20,ID,1586195171,100,1.3,124.91,75.2,2.24
401,Adrar,0,MR,1586195171,9,20.5,-10.07,93.52,10.2
402,Sawākin,44,SD,1586195172,83,19.11,37.33,80.82,7.76
403,Gamba,68,GA,1586195172,87,-2.65,10,79.97,1.81
404,Abapó,66,BO,1586195172,30,-18.83,-63.47,93.67,2.59
405,Ossora,100,RU,1586195172,91,59.24,163.07,17.24,4.36
406,Bahār,100,IR,1586195173,32,34.91,48.44,56.41,10.13
407,San Quintín,70,MX,1586195173,52,30.48,-115.95,62.64,6.69
408,Werda,25,BW,1586195173,22,-25.27,23.28,76.26,13.04
409,Kantang,96,TH,1586195173,85,7.41,99.52,78.8,2.08
410,Belyy Yar,79,RU,1586195158,52,53.6,91.39,42.8,2.24
411,Lyndon,1,US,1586195173,63,38.26,-85.6,71.01,4.7
412,Kirakira,91,SB,1586195174,84,-10.45,161.92,80.17,6.82
413,Alekseyevka,2,RU,1586195174,69,50.63,38.69,37.29,5.84
414,Tutóia,40,BR,1586195174,70,-2.76,-42.27,87.8,12.75
415,Sambava,2,MG,1586195174,86,-14.27,50.17,76.66,5.99
416,Mossamedes,0,AO,1586195174,65,-15.2,12.15,74.14,14.34
417,Kŭlob,90,TJ,1586195174,93,37.91,69.78,53.6,4.47
418,Isangel,100,VU,1586195175,88,-19.55,169.27,78.6,29.19
419,Solnechnyy,100,RU,1586195175,92,50.72,136.63,25.27,12.44
420,Chester,1,US,1586195109,38,40.13,-75.87,64.4,9.17
421,Dargaville,100,NZ,1586195175,89,-35.93,173.88,54.73,3.56
422,Winneba,12,GH,1586195176,70,5.35,-0.62,86,13.87
423,Leningradskiy,48,RU,1586195069,77,69.38,178.42,-6.34,4.76
424,Tocopilla,4,CL,1586195176,36,-22.09,-70.2,85.1,7.27
425,Tautira,3,PF,1586195030,78,-17.73,-149.15,80.6,2.24
426,Honningsvåg,40,NO,1586195177,54,70.98,25.97,30.2,14.99
427,Bridlington,37,GB,1586195177,47,54.08,-0.19,59,13.87
428,Pithorāgarh,3,IN,1586195177,26,29.58,80.22,55.22,3.2
429,Brigantine,75,US,1586195177,51,39.41,-74.36,68,6.93
430,Kuala Terengganu,40,MY,1586195178,94,5.33,103.14,80.6,3.36
431,Kieta,26,PG,1586195178,74,-6.22,155.63,78.24,5.37
432,Forsytheganj,13,BY,1586195178,56,52.63,29.73,44.89,3.78
433,Arteche,21,PH,1586195178,83,12.26,125.4,78.84,9.57
434,Rapid Valley,1,US,1586194973,26,44.06,-103.15,71.01,13.87
435,Beringovskiy,2,RU,1586195179,84,63.05,179.32,-2.02,6.15
436,Twin Falls,75,US,1586195179,70,42.56,-114.46,48.2,3.36
437,Kwakoa,46,TZ,1586195179,65,-3.77,37.72,73.58,7.81
438,San Pedro Carchá,1,GT,1586195179,35,15.48,-90.27,81.16,4.41
439,Valparaíso,0,CL,1586195023,40,-33.04,-71.63,71.6,6.93
440,Bayir,75,TR,1586195180,87,37.27,28.22,59,2.24
441,Sittwe,0,MM,1586195180,89,20.15,92.9,77.45,6.46
442,Río Gallegos,8,AR,1586195180,44,-51.62,-69.22,59,11.41
443,‘Āhuimanu,90,US,1586195181,73,21.44,-157.84,75.2,4.7
444,Akropong,6,GH,1586195181,70,5.97,-0.09,86,13.87
445,Port Blair,86,IN,1586194991,72,11.67,92.75,82.65,5.95
446,Avera,1,US,1586195181,61,33.19,-82.53,82.99,6.93
447,Dryden,40,CA,1586195164,42,49.78,-92.75,48.2,6.93
448,Chernyshevskiy,42,RU,1586195182,95,63.01,112.47,22.53,6.55
449,Leh,85,IN,1586195182,26,34.17,77.58,19.9,4.7
450,Jinchang,99,CN,1586195182,25,38.5,102.17,50.65,8.37
451,Yandyki,72,RU,1586195182,58,45.77,47.13,40.93,18.12
452,Nampula,75,MZ,1586195183,54,-15.12,39.27,84.2,3.36
453,Myanaung,0,MM,1586195183,62,18.28,95.32,76.32,1.36
454,Alakurtti,93,RU,1586195183,58,66.97,30.35,30.99,5.01
455,Fortuna,20,US,1586195183,66,40.6,-124.16,54,5.86
456,Santa Rosa,40,PH,1586195183,65,14.31,121.11,82.4,5.82
457,Briançon,6,FR,1586195184,39,44.9,6.65,66,1.01
458,Sept-Îles,75,CA,1586195184,40,50.2,-66.38,37.4,19.46
459,High Rock,90,BS,1586195184,83,26.62,-78.28,73.4,14.99
460,Sitka,90,US,1586194980,69,57.05,-135.33,39.2,6.93
461,Kudahuvadhoo,19,MV,1586195184,67,2.67,72.89,84.83,5.84
462,Ugoofaaru,0,MV,1586195185,62,5.67,73,85.62,5.41
463,Shimoda,30,JP,1586195185,79,34.67,138.95,48,4
464,Port Keats,100,AU,1586195185,77,-14.25,129.55,80.55,7.87
465,Aleksandrov Gay,99,RU,1586195185,78,50.15,48.57,35.92,21.94
466,Balikpapan,96,ID,1586195185,85,-1.27,116.83,77.94,4.41
467,Zhangjiakou,94,CN,1586195186,31,40.81,114.88,50.05,2.08
468,Auki,82,SB,1586195186,80,-8.77,160.7,81.27,7.99
469,Airai,46,TL,1586195186,69,-8.93,125.41,60.22,1.16
470,Morón,0,AR,1586195186,26,-34.65,-58.62,68,16.11
471,Horadiz,90,AZ,1586195187,93,39.45,47.34,44.6,33.33
472,Richards Bay,1,ZA,1586195187,86,-28.78,32.04,75.27,6.2
473,Dwārka,19,IN,1586195187,75,22.24,68.97,78.85,14.92
474,Teacapan,95,MX,1586195187,36,22.55,-105.75,84.85,7.49
475,Rjukan,89,NO,1586195187,87,59.88,8.59,36,13
476,Conceição do Araguaia,99,BR,1586195188,63,-8.26,-49.26,88.61,3.42
477,Gagret,16,IN,1586195188,36,31.67,76.07,70.3,4.56
478,Ixtapa,90,MX,1586195188,78,20.7,-105.2,77,6.93
479,Alice Springs,78,AU,1586195188,66,-23.7,133.88,53.6,5.82
480,Williams Lake,75,CA,1586195188,53,52.14,-122.14,24.8,6.93
481,Qasigiannguit,40,GL,1586195188,57,68.82,-51.19,19.4,12.75
482,Manyana,45,BW,1586195189,24,-23.4,21.72,75.16,4.34
483,Strezhevoy,90,RU,1586195189,97,60.73,77.59,33.8,6.71
484,Vargashi,96,RU,1586195189,77,55.36,65.85,41.61,10.74
485,Cap Malheureux,40,MU,1586195189,78,-19.98,57.61,79,12.75
486,Kirksville,90,US,1586195105,87,40.19,-92.58,62.6,8.05
487,Kloulklubed,40,PW,1586195190,88,7.04,134.26,73.4,3.36
488,Medicine Hat,90,CA,1586195190,92,50.05,-110.67,32,12.75
489,Cochrane,1,CA,1586194979,79,51.18,-114.47,30,2.24
490,Dayong,90,CN,1586195190,93,25.02,118.29,59,2.24
491,Bannu,3,PK,1586194936,55,32.99,70.6,67.69,2.62
492,Bouza,0,NE,1586195191,9,14.42,6.04,92.75,2.91
493,Saint Anthony,90,US,1586195191,57,45.02,-93.22,54,10.29
494,Kendari,97,ID,1586195191,91,-3.94,122.5,76.37,1.77
495,Takoradze,10,GH,1586195176,76,4.88,-1.76,83.91,10.38
496,Deputatsky,64,RU,1586195192,90,69.3,139.9,9.09,8.52
497,Carutapera,97,BR,1586195192,75,-1.2,-46.02,84.42,10.85
498,Taraclia,0,MD,1586195192,49,45.9,28.67,47.1,7.23
499,Tiarei,1,PF,1586195192,78,-17.53,-149.33,80.6,2.24
500,Iskateley,88,RU,1586195192,96,67.68,53.15,13.14,8.59
